Add_SiGu,Add_Dong,Add_Bunji,Add_Ho,Add_Detail,Add_ZipNum,Lati,Longt,Facility,Open_year,F_Speed,SA_Voc,PSTN,Internet,TV,VoIP,BS_YN,Business_Sale
서울특별시 서초구,서초동,1339-17,6,강남오피스텔 877동 2291호,6690,37.4956,127.0281,FTTH,2023,1G,14,O,X,X,X,N,None
서울특별시 서초구,서초동,1328,4,신원센트럴 132동 2421호,6690,37.4903,127.0207,Ntopia,2016,100M,4,O,O,O,O,N,None
서울특별시 서초구,서초동,1425-3,8,방배센트럴파크 337동 1673호,6690,37.4919,127.025,Ntopia,2019,1G,7,O,X,O,O,N,None
서울특별시 서초구,서초동,1430-18,5,반포힐탑 432동 208호,6690,37.4923,127.0228,FTTH,2016,500M,14,X,X,O,X,N,None
서울특별시 서초구,서초동,1313-11,4,방배아트자이 18층,6690,37.4984,127.0286,Ntopia,2016,500M,10,O,O,O,X,Y,None
서울특별시 서초구,서초동,1388-9,7,신원로얄 28층,6690,37.4942,127.0296,FTTH,2021,100M,14,X,O,X,O,Y,TV
서울특별시 서초구,서초동,1340-26,5,서초파크자이 24층,6690,37.494,127.0272,FTTH,2023,1G,11,O,O,O,X,N,None
서울특별시 서초구,서초동,1359-19,8,내곡휴먼빌 24층,6690,37.4999,127.0254,Ntopia,2022,1G,3,O,O,O,O,N,None
서울특별시 서초구,우면동,753,3,내곡그린 879동 1000호,6762,37.4682,127.0243,Ntopia,2022,500M,7,X,O,O,O,N,None
서울특별시 서초구,신원동,386,3,서초파크자이 482동 1095호,6765,37.47,127.0473,FTTH,2020,100M,4,X,X,O,X,N,None
서울특별시 서초구,염곡동,168,9,우면프라임 175동 998호,6766,37.4609,127.0355,FTTH,2022,100M,8,X,X,O,O,N,None
서울특별시 서초구,우면동,756,5,래미안 리더스원 14층,6762,37.4616,127.0285,FTTH,2018,100M,9,O,X,X,O,N,None
서울특별시 서초구,서초동,1353-25,4,염곡파인힐 585동 112호,6690,37.4971,127.0203,FTTH,2020,1G,10,X,O,O,O,Y,None
서울특별시 서초구,서초동,1343,5,삼성아파트 408동 2359호,6690,37.497,127.0255,FTTH,2015,10G,0,O,X,X,X,N,None
서울특별시 서초구,방배동,985,3,서초그랑자이 463동 2759호,6692,37.4849,126.9991,Ntopia,2021,500M,4,O,O,O,O,N,None
서울특별시 서초구,서초동,1314-6,1,래미안 리더스원 7층,6690,37.4998,127.026,Ntopia,2018,100M,9,X,X,X,O,N,None
서울특별시 서초구,잠원동,63,8,서초힐스 8층,6510,37.5168,127.0036,FTTH,2024,100M,1,O,O,X,X,N,TV
서울특별시 서초구,염곡동,159,8,방배로얄 273동 165호,6766,37.4613,127.0375,FTTH,2021,500M,9,O,O,X,X,N,TV
서울특별시 서초구,염곡동,181-22,9,잠원롯데캐슬 853동 685호,6766,37.4687,127.033,FTTH,2019,500M,5,O,X,X,X,N,None
서울특별시 서초구,방배동,973,4,내곡그린 27층,6692,37.4836,126.9992,FTTH,2017,500M,0,X,O,O,O,N,None
서울특별시 서초구,서초동,1478-21,1,우면스카이 17층,6690,37.4917,127.0264,Ntopia,2015,100M,4,O,O,O,O,N,None
서울특별시 서초구,내곡동,609,3,신원로얄 122동 1244호,6800,37.4584,127.0403,FTTH,2015,500M,3,O,O,O,X,N,None
서울특별시 서초구,내곡동,677,2,잠원롯데캐슬 23층,6800,37.4588,127.0431,FTTH,2021,1G,1,X,X,X,O,N,None
서울특별시 서초구,서초동,1477,7,방배그랑시티 765동 2882호,6690,37.4983,127.0289,Ntopia,2015,100M,0,O,O,O,X,N,None
서울특별시 서초구,내곡동,619,5,내곡휴먼빌 26층,6800,37.4537,127.0415,Ntopia,2018,100M,13,X,O,O,X,Y,None
서울특별시 서초구,서초동,1342,7,방배센트럴파크 510동 1751호,6690,37.4933,127.0284,Ntopia,2024,500M,6,O,O,O,X,N,None
서울특별시 서초구,서초동,1406,5,방배그랑시티 684동 538호,6690,37.492,127.0268,Ntopia,2016,500M,12,O,O,X,O,Y,TV
서울특별시 서초구,서초동,1454-6-4,1,양재타워 267동 1197호,6690,37.4995,127.0267,FTTH,2017,100M,0,X,X,O,X,N,None
서울특별시 서초구,잠원동,71,10,방배센트럴파크 3층,6510,37.5195,127.0035,Ntopia,2016,1G,8,O,O,O,O,N,None
서울특별시 서초구,반포동,58,4,강남오피스텔 3층,6504,37.502,126.9989,Ntopia,2022,100M,13,O,O,X,X,Y,TV
서울특별시 서초구,방배동,933-12,1,잠원롯데캐슬 312동 2850호,6692,37.4827,126.9923,FTTH,2015,500M,1,O,X,O,O,N,None
서울특별시 서초구,서초동,1403,9,반포힐탑 261동 1377호,6690,37.4965,127.0272,Ntopia,2022,500M,15,X,O,X,O,Y,TV
서울특별시 서초구,서초동,1351,3,반포리체 593동 2951호,6690,37.4922,127.0297,Ntopia,2022,100M,4,X,X,X,O,N,None
서울특별시 서초구,서초동,1314-30,3,반포센트럴 264동 1355호,6690,37.4903,127.0285,FTTH,2021,500M,9,X,O,O,O,N,None
서울특별시 서초구,염곡동,133,9,양재스퀘어 6층,6766,37.4676,127.0348,Ntopia,2016,100M,8,X,X,X,O,N,None
서울특별시 서초구,서초동,1400,4,염곡힐스테이트 554동 2469호,6690,37.4905,127.0207,Ntopia,2015,1G,4,O,O,X,O,N,TV
서울특별시 서초구,서초동,1401,6,반포자이 670동 2395호,6690,37.4963,127.0245,FTTH,2025,500M,14,O,X,X,O,N,None
서울특별시 서초구,우면동,729-9,1,서초파크자이 455동 2932호,6762,37.4627,127.0223,Ntopia,2020,500M,14,O,X,X,O,N,None
서울특별시 서초구,우면동,730,5,롯데캐슬 프레지던트 884동 2573호,6762,37.466,127.0299,Ntopia,2024,1G,9,X,X,O,O,N,None
서울특별시 서초구,서초동,1433,1,반포자이 692동 405호,6690,37.4901,127.0298,Ntopia,2023,500M,11,X,O,X,O,N,TV
서울특별시 서초구,서초동,1427-23-2,5,잠원롯데캐슬 28층,6690,37.4937,127.0266,FTTH,2021,500M,8,X,O,O,O,N,None
서울특별시 서초구,서초동,1432,1,염곡힐스테이트 784동 2075호,6690,37.499,127.0237,Ntopia,2024,1G,1,O,X,O,X,N,None
서울특별시 서초구,방배동,977-29,6,방배센트럴파크 8층,6692,37.4845,126.9926,FTTH,2015,500M,15,X,O,X,O,Y,TV
서울특별시 서초구,서초동,1409,10,우면프라임 15층,6690,37.4972,127.0269,FTTH,2017,500M,3,O,O,X,O,N,TV
서울특별시 서초구,서초동,1462,9,현대아파트 263동 767호,6690,37.4932,127.0201,Ntopia,2025,500M,12,O,X,O,O,N,None
서울특별시 서초구,서초동,1446,8,방배센트럴파크 664동 1480호,6690,37.49,127.0288,Ntopia,2015,1G,0,O,O,X,O,N,TV
서울특별시 서초구,서초동,1426,6,신원센트럴 774동 2427호,6690,37.491,127.0243,Ntopia,2020,500M,8,O,O,X,O,N,TV
서울특별시 서초구,서초동,1328,1,강남오피스텔 447동 310호,6690,37.4939,127.0254,Ntopia,2019,500M,10,O,O,O,O,Y,None
서울특별시 서초구,잠원동,145,5,반포리체 740동 1183호,6510,37.5111,127.0065,Ntopia,2015,1G,7,O,O,O,O,N,None
서울특별시 서초구,반포동,100,9,양재파크뷰 24층,6504,37.5019,126.9902,FTTH,2020,1G,6,O,O,O,X,N,None
서울특별시 서초구,서초동,1408,10,잠원파크빌 23층,6690,37.4939,127.0299,FTTH,2015,1G,15,O,O,X,O,Y,TV
서울특별시 서초구,반포동,88,9,반포리체 784동 2770호,6504,37.5009,126.9932,FTTH,2017,100M,2,O,O,O,X,N,None
서울특별시 서초구,서초동,1437,2,우면스카이 408동 998호,6690,37.4916,127.0227,Ntopia,2015,1G,14,X,O,X,X,Y,TV
서울특별시 서초구,서초동,1326,7,양재스퀘어 855동 2913호,6690,37.4979,127.0201,Ntopia,2025,1G,14,O,X,O,O,N,None
서울특별시 서초구,서초동,1363-6,6,서초힐스 16층,6690,37.4959,127.024,Ntopia,2018,500M,12,X,O,O,X,Y,None
서울특별시 서초구,서초동,1455,5,삼성아파트 591동 2651호,6690,37.4943,127.0249,FTTH,2024,500M,4,O,O,O,O,N,None
서울특별시 서초구,내곡동,700-24,8,삼성아파트 366동 1973호,6800,37.4539,127.0401,Ntopia,2021,500M,5,X,O,O,O,N,None
서울특별시 서초구,서초동,1385-1,6,내곡휴먼빌 674동 2728호,6690,37.4995,127.0298,Ntopia,2015,500M,11,O,X,O,O,N,None
서울특별시 서초구,잠원동,130-16-3,2,삼성아파트 23층,6510,37.5129,127.009,FTTH,2017,1G,14,O,O,O,O,Y,None
서울특별시 서초구,양재동,385,2,서초파크자이 14층,6747,37.474,127.0367,Ntopia,2020,500M,8,X,X,X,X,N,None
서울특별시 서초구,방배동,961,6,강남오피스텔 759동 2002호,6692,37.482,126.9962,Ntopia,2021,1G,3,O,X,X,O,N,None
서울특별시 서초구,반포동,20,6,내곡그린 106동 2365호,6504,37.5014,126.9914,Ntopia,2015,500M,5,O,O,X,O,N,TV
서울특별시 서초구,양재동,211-23-4,7,염곡파인힐 631동 2912호,6747,37.4707,127.0347,Ntopia,2021,100M,8,O,O,O,O,N,None
서울특별시 서초구,잠원동,79,4,내곡휴먼빌 29층,6510,37.5197,127.0091,FTTH,2023,500M,11,O,O,X,O,N,TV
서울특별시 서초구,서초동,1337,3,삼성아파트 7층,6690,37.4993,127.0225,FTTH,2016,100M,5,O,X,O,O,N,None
서울특별시 서초구,신원동,349,10,반포센트럴 28층,6765,37.4626,127.0419,Ntopia,2016,10G,3,X,O,O,O,N,None
서울특별시 서초구,서초동,1400,3,방배아트자이 697동 2034호,6690,37.4904,127.0266,Ntopia,2024,500M,12,O,O,X,O,N,TV
서울특별시 서초구,신원동,385,3,잠원롯데캐슬 846동 1335호,6765,37.464,127.0455,FTTH,2017,500M,13,X,X,O,O,N,None
서울특별시 서초구,서초동,1313-14,7,래미안 리더스원 154동 777호,6690,37.4901,127.02,Ntopia,2025,100M,1,O,O,O,X,N,None
서울특별시 서초구,서초동,1357,3,양재스퀘어 22층,6690,37.4934,127.0293,FTTH,2015,1G,14,X,O,O,O,Y,None
서울특별시 서초구,양재동,306,5,롯데캐슬 프레지던트 17층,6747,37.4771,127.0337,FTTH,2023,100M,6,X,O,X,X,N,TV
서울특별시 서초구,서초동,1384,3,방배그랑시티 26층,6690,37.4943,127.0297,Ntopia,2018,1G,1,X,O,X,O,N,TV
서울특별시 서초구,서초동,1448,6,방배그랑시티 507동 818호,6690,37.4983,127.0231,FTTH,2016,1G,15,O,X,O,X,N,None
서울특별시 서초구,서초동,1334-18,4,서초프라임 12층,6690,37.4955,127.0216,FTTH,2022,500M,3,O,X,X,O,N,None
서울특별시 서초구,염곡동,188,2,롯데캐슬 프레지던트 191동 186호,6766,37.4688,127.0371,FTTH,2017,100M,15,X,O,X,O,Y,TV
서울특별시 서초구,서초동,1460,5,염곡파인힐 351동 783호,6690,37.4977,127.0232,FTTH,2018,500M,15,O,O,O,O,Y,None
서울특별시 서초구,반포동,74,10,삼성아파트 728동 2432호,6504,37.5016,126.9981,FTTH,2015,100M,12,X,X,O,X,N,None
서울특별시 서초구,내곡동,658-3,4,래미안 리더스원 27층,6800,37.4559,127.0481,Ntopia,2018,1G,0,X,X,O,O,N,None
서울특별시 서초구,서초동,1309-21,6,삼성아파트 19층,6690,37.4906,127.0245,FTTH,2020,100M,3,O,O,O,O,N,None
서울특별시 서초구,서초동,1414,10,반포힐탑 2층,6690,37.4922,127.0287,Ntopia,2017,500M,6,O,X,O,X,N,None
서울특별시 서초구,서초동,1371,6,삼성아파트 30층,6690,37.4956,127.0234,Ntopia,2018,1G,3,O,O,O,O,N,None
서울특별시 서초구,잠원동,91,1,서초빌딩 247동 1071호,6510,37.5135,127.0034,FTTH,2025,500M,4,O,O,X,O,N,TV
서울특별시 서초구,내곡동,614,1,반포힐탑 801동 107호,6800,37.4504,127.0484,FTTH,2019,1G,4,O,O,X,O,N,TV
서울특별시 서초구,서초동,1382,5,현대아파트 568동 1775호,6690,37.4926,127.0219,Ntopia,2020,500M,14,O,O,O,X,Y,None
서울특별시 서초구,양재동,353,3,서초그랑자이 28층,6747,37.473,127.0395,Ntopia,2015,500M,13,O,O,X,X,Y,TV
서울특별시 서초구,서초동,1368-13-5,8,양재파크뷰 287동 1969호,6690,37.4904,127.0243,FTTH,2015,100M,1,X,O,X,O,N,TV
서울특별시 서초구,우면동,739-6-4,6,래미안 리더스원 807동 1822호,6762,37.4643,127.0254,FTTH,2023,500M,15,X,O,X,X,N,TV
서울특별시 서초구,서초동,1387-3,4,우면스카이 3층,6690,37.4982,127.02,Ntopia,2017,500M,1,X,O,O,O,N,None
서울특별시 서초구,우면동,731,1,반포자이 449동 880호,6762,37.461,127.0283,FTTH,2021,1G,0,X,O,O,X,N,None
서울특별시 서초구,서초동,1398,2,염곡파인힐 29층,6690,37.4984,127.0297,Ntopia,2016,1G,8,O,O,X,O,N,TV
서울특별시 서초구,잠원동,142,8,서초로얄맨션 695동 652호,6510,37.5172,127.0057,Ntopia,2023,500M,3,O,O,O,O,N,None
서울특별시 서초구,서초동,1337,7,서초파크자이 17층,6690,37.496,127.0224,Ntopia,2017,100M,10,O,X,O,O,N,None
서울특별시 서초구,내곡동,658,7,래미안 리더스원 404동 2962호,6800,37.4525,127.041,FTTH,2019,500M,7,X,X,O,O,N,None
서울특별시 서초구,신원동,361,6,강남오피스텔 447동 1596호,6765,37.468,127.0459,Ntopia,2025,500M,13,O,O,O,X,N,None
서울특별시 서초구,신원동,355,6,반포센트럴 25층,6765,37.4671,127.0455,Ntopia,2023,500M,7,O,X,O,X,N,None
서울특별시 서초구,서초동,1453-21,6,방배센트럴파크 692동 722호,6690,37.4923,127.0231,FTTH,2025,500M,8,X,X,O,O,N,None
서울특별시 서초구,염곡동,156,9,우면스카이 4층,6766,37.4613,127.0318,Ntopia,2020,100M,13,O,X,X,O,N,None
서울특별시 서초구,반포동,24,5,반포리체 730동 2161호,6504,37.5083,126.9983,Ntopia,2025,1G,8,O,X,O,X,N,None
서울특별시 서초구,서초동,1491-9-3,8,신원로얄 7층,6690,37.4934,127.0256,FTTH,2024,500M,14,O,X,O,X,N,None
서울특별시 서초구,양재동,253-25,7,방배로얄 190동 1466호,6747,37.4711,127.0383,FTTH,2015,100M,14,O,O,O,O,Y,None
서울특별시 서초구,양재동,397,4,신원로얄 19층,6747,37.4764,127.0359,Ntopia,2020,500M,5,O,X,X,O,N,None
서울특별시 서초구,양재동,326,3,현대아파트 574동 671호,6747,37.4794,127.0342,FTTH,2022,500M,14,O,X,O,O,N,None
서울특별시 서초구,서초동,1407-5,8,현대아파트 27층,6690,37.4969,127.0222,Ntopia,2020,500M,7,O,X,O,O,N,None
서울특별시 서초구,서초동,1414-7,7,양재타워 622동 2519호,6690,37.495,127.0253,Ntopia,2017,500M,13,X,O,O,O,Y,None
서울특별시 서초구,반포동,23,4,양재타워 27층,6504,37.5094,126.9935,Ntopia,2021,500M,12,O,X,O,X,N,None
서울특별시 서초구,서초동,1492,6,현대아파트 157동 808호,6690,37.4906,127.0247,Ntopia,2022,500M,7,O,O,X,O,N,TV
서울특별시 서초구,잠원동,107-9,1,반포자이 2층,6510,37.5125,127.006,FTTH,2022,500M,8,O,X,O,O,N,None
서울특별시 서초구,서초동,1362-9,7,염곡파인힐 10층,6690,37.4907,127.0264,Ntopia,2019,1G,7,O,X,O,O,N,None
서울특별시 서초구,서초동,1343,5,서초빌딩 612동 1360호,6690,37.4928,127.0249,Ntopia,2017,500M,0,X,O,O,O,N,None
서울특별시 서초구,양재동,335,2,서초빌딩 26층,6747,37.4778,127.0373,Ntopia,2024,1G,2,X,X,O,X,N,None
서울특별시 서초구,반포동,51,9,잠원파크빌 419동 2251호,6504,37.5055,126.9976,FTTH,2023,1G,8,X,O,O,O,N,None
서울특별시 서초구,서초동,1413,9,서초파크자이 18층,6690,37.4944,127.0213,FTTH,2025,500M,12,O,O,X,O,N,TV
서울특별시 서초구,서초동,1409-26,10,서초파크자이 150동 1259호,6690,37.4977,127.0216,FTTH,2021,100M,7,O,O,O,O,N,None
서울특별시 서초구,잠원동,105-15,1,방배센트럴파크 295동 2965호,6510,37.514,127.0077,FTTH,2025,1G,5,O,O,X,X,N,TV
서울특별시 서초구,서초동,1344,9,내곡휴먼빌 451동 974호,6690,37.4927,127.021,Ntopia,2018,1G,5,O,X,O,O,N,None
서울특별시 서초구,서초동,1482,4,염곡힐스테이트 432동 2645호,6690,37.4914,127.0258,Ntopia,2025,1G,11,X,O,X,O,N,TV
서울특별시 서초구,내곡동,693,9,방배로얄 273동 249호,6800,37.4553,127.046,Ntopia,2015,100M,0,O,O,O,O,N,None
서울특별시 서초구,서초동,1358,5,서초빌딩 641동 1289호,6690,37.4942,127.0299,Ntopia,2018,500M,3,O,O,O,O,N,None
서울특별시 서초구,신원동,347,9,양재타워 27층,6765,37.4605,127.0461,FTTH,2017,1G,13,O,O,O,X,Y,None
서울특별시 서초구,서초동,1404-7,8,방배로얄 16층,6690,37.4964,127.0204,FTTH,2025,1G,2,O,X,O,X,N,None
서울특별시 서초구,서초동,1366-11-2,6,방배그랑시티 1층,6690,37.4996,127.0217,FTTH,2020,100M,8,O,O,X,O,N,TV
서울특별시 서초구,염곡동,138,5,잠원파크빌 762동 2160호,6766,37.4679,127.0392,FTTH,2025,500M,3,O,O,X,O,N,TV
서울특별시 서초구,우면동,717,6,내곡휴먼빌 545동 1382호,6762,37.464,127.0296,FTTH,2021,500M,1,X,O,X,X,N,TV
서울특별시 서초구,신원동,311-30,2,신원센트럴 23층,6765,37.4635,127.0444,FTTH,2025,100M,2,X,O,O,X,N,None
서울특별시 서초구,서초동,1412,10,서초파크자이 263동 1754호,6690,37.4945,127.026,FTTH,2019,1G,0,X,X,O,X,N,None
서울특별시 서초구,서초동,1347,5,서초빌딩 29층,6690,37.4974,127.0264,Ntopia,2022,1G,12,X,O,X,O,Y,TV
서울특별시 서초구,반포동,1959-09-01,1,내곡휴먼빌 810동 802호,6504,37.5039,126.9953,FTTH,2025,100M,14,O,O,O,O,N,None
서울특별시 서초구,서초동,1402,4,신원로얄 195동 1062호,6690,37.4983,127.0264,Ntopia,2016,1G,6,O,X,X,O,N,None
서울특별시 서초구,잠원동,134,2,서초파크자이 4층,6510,37.5157,127.0003,Ntopia,2022,100M,8,X,X,X,O,N,None
서울특별시 서초구,서초동,1394-7,1,서초그랑자이 14층,6690,37.4913,127.0277,FTTH,2022,100M,9,O,X,X,O,N,None
서울특별시 서초구,잠원동,Nov-87,6,반포힐탑 30층,6510,37.5176,127.0033,Ntopia,2020,500M,8,O,O,O,O,N,None
서울특별시 서초구,반포동,10월 21일,7,잠원파크빌 394동 202호,6504,37.5099,126.9968,Ntopia,2022,1G,14,O,O,O,O,Y,None
서울특별시 서초구,방배동,925-13-1,1,서초프라임 24층,6692,37.4895,126.9964,Ntopia,2025,1G,13,O,X,X,X,N,None
서울특별시 서초구,내곡동,605-26-5,3,강남오피스텔 5층,6800,37.4586,127.0482,Ntopia,2021,1G,9,X,O,X,X,N,TV
서울특별시 서초구,서초동,1413,8,방배그랑시티 391동 1013호,6690,37.4993,127.0227,FTTH,2023,500M,12,X,X,X,O,N,None
서울특별시 서초구,서초동,1459,5,우면프라임 372동 2679호,6690,37.4978,127.0248,FTTH,2021,1G,7,O,O,O,X,N,None
서울특별시 서초구,우면동,714,7,서초그랑자이 628동 2960호,6762,37.4693,127.0254,Ntopia,2021,500M,4,O,X,X,O,N,None
서울특별시 서초구,염곡동,148-28,2,방배로얄 18층,6766,37.4612,127.0343,Ntopia,2020,500M,4,O,O,O,O,N,None
서울특별시 서초구,서초동,1450,5,현대아파트 20층,6690,37.4905,127.0291,Ntopia,2017,1G,1,X,O,O,O,N,None
서울특별시 서초구,서초동,1393-1,5,강남오피스텔 690동 586호,6690,37.4953,127.0208,FTTH,2017,100M,10,O,O,O,X,Y,None
서울특별시 서초구,서초동,1356-2,2,잠원롯데캐슬 897동 392호,6690,37.4971,127.0224,FTTH,2018,500M,1,O,O,O,O,N,None
서울특별시 서초구,서초동,1409-11-2,10,양재스퀘어 3층,6690,37.4906,127.026,FTTH,2019,500M,7,O,X,X,O,N,None
서울특별시 서초구,우면동,720,4,방배센트럴파크 15층,6762,37.4622,127.0253,FTTH,2025,100M,3,X,O,X,O,N,TV
서울특별시 서초구,서초동,1361,4,반포힐탑 795동 2095호,6690,37.4962,127.0206,Ntopia,2016,500M,2,O,X,X,X,N,None
서울특별시 서초구,내곡동,656,4,서초프라임 311동 1305호,6800,37.4507,127.0406,FTTH,2019,100M,5,O,O,O,X,N,None
서울특별시 서초구,서초동,1491,2,내곡휴먼빌 30층,6690,37.4951,127.0253,Ntopia,2018,100M,7,O,O,O,O,N,None
서울특별시 서초구,잠원동,122,5,서초로얄맨션 8층,6510,37.5171,127.0097,Ntopia,2017,500M,1,X,X,O,O,N,None
서울특별시 서초구,서초동,1335,1,래미안 리더스원 836동 450호,6690,37.4966,127.0256,FTTH,2020,1G,8,O,O,O,O,N,None
서울특별시 서초구,염곡동,119,6,신원센트럴 542동 2145호,6766,37.4637,127.0333,FTTH,2025,500M,14,O,X,X,O,N,None
서울특별시 서초구,서초동,1471,9,서초그랑자이 11층,6690,37.491,127.0285,FTTH,2023,1G,13,O,X,O,O,N,None
서울특별시 서초구,내곡동,654,3,우면프라임 726동 266호,6800,37.4513,127.043,Ntopia,2024,100M,5,X,O,O,O,N,None
서울특별시 서초구,우면동,766-7-1,2,서초힐스 687동 1845호,6762,37.462,127.0285,FTTH,2016,100M,13,X,O,O,O,Y,None
서울특별시 서초구,염곡동,156-23-4,2,서초파크자이 122동 1187호,6766,37.4604,127.0332,FTTH,2024,500M,4,O,X,O,X,N,None
서울특별시 서초구,서초동,1438,6,염곡파인힐 729동 2444호,6690,37.4939,127.0226,Ntopia,2016,500M,13,X,O,X,O,Y,TV
서울특별시 서초구,서초동,1362,4,양재파크뷰 412동 1598호,6690,37.4936,127.0213,Ntopia,2017,500M,10,X,O,O,O,Y,None
서울특별시 서초구,내곡동,689-15,10,잠원롯데캐슬 519동 2155호,6800,37.4554,127.0471,FTTH,2020,500M,6,O,O,O,X,N,None
서울특별시 서초구,우면동,768,10,삼성아파트 665동 1217호,6762,37.4689,127.0258,FTTH,2017,500M,11,O,X,O,X,N,None
서울특별시 서초구,내곡동,664-29,4,방배아트자이 242동 2037호,6800,37.4552,127.0496,Ntopia,2023,10G,1,O,X,X,X,N,None
서울특별시 서초구,서초동,1303-8-2,10,래미안 리더스원 176동 2829호,6690,37.4922,127.023,FTTH,2025,10G,11,X,X,X,X,N,None
서울특별시 서초구,양재동,342-13,9,신원로얄 503동 2062호,6747,37.4789,127.0373,Ntopia,2023,100M,7,O,O,X,O,N,TV
서울특별시 서초구,서초동,1303,7,서초파크자이 227동 1083호,6690,37.4927,127.021,Ntopia,2018,100M,10,X,X,O,O,N,None
서울특별시 서초구,서초동,1449,10,반포리체 7층,6690,37.4951,127.0246,FTTH,2019,100M,5,X,X,O,O,N,None
서울특별시 서초구,양재동,214,2,반포리체 883동 959호,6747,37.4796,127.0304,Ntopia,2018,500M,3,O,O,O,X,N,None
서울특별시 서초구,서초동,1390,10,내곡그린 387동 2261호,6690,37.492,127.0229,Ntopia,2024,100M,4,X,O,X,O,N,TV
서울특별시 서초구,우면동,710,7,방배센트럴파크 832동 317호,6762,37.4625,127.0272,Ntopia,2016,10G,14,X,X,O,O,N,None
서울특별시 서초구,방배동,924,4,서초그랑자이 589동 2117호,6692,37.4851,126.9926,Ntopia,2023,500M,14,O,X,X,O,N,None
서울특별시 서초구,양재동,287,7,방배아트자이 18층,6747,37.4783,127.0352,FTTH,2016,100M,15,O,X,O,X,N,None
서울특별시 서초구,내곡동,698,10,신원센트럴 617동 2458호,6800,37.4571,127.0409,FTTH,2022,10G,11,X,O,X,O,Y,TV
서울특별시 서초구,서초동,1367,6,서초타워 526동 2163호,6690,37.493,127.0252,FTTH,2019,1G,11,O,O,O,O,Y,None
서울특별시 서초구,서초동,1497,1,양재파크뷰 20층,6690,37.4913,127.0207,FTTH,2017,500M,15,O,O,X,O,Y,TV
서울특별시 서초구,염곡동,155-27-3,5,삼성아파트 1층,6766,37.4639,127.0313,FTTH,2023,1G,15,O,O,O,O,N,None
서울특별시 서초구,서초동,1481,10,염곡파인힐 466동 1205호,6690,37.4942,127.0211,FTTH,2025,100M,11,O,O,O,O,N,None
서울특별시 서초구,신원동,350,10,양재파크뷰 22층,6765,37.4625,127.0422,Ntopia,2019,1G,15,O,O,O,X,Y,None
서울특별시 서초구,서초동,1391-3,9,현대아파트 468동 1731호,6690,37.4985,127.0252,Ntopia,2020,500M,7,O,X,X,O,N,None
서울특별시 서초구,서초동,1416,9,우면프라임 218동 546호,6690,37.4963,127.0203,Ntopia,2015,500M,6,O,X,O,X,N,None
서울특별시 서초구,서초동,1350-25-3,2,내곡그린 26층,6690,37.4916,127.0251,Ntopia,2025,100M,9,O,O,O,O,N,None
서울특별시 서초구,잠원동,76,2,내곡그린 783동 552호,6510,37.5198,127.0057,Ntopia,2015,100M,12,O,O,O,X,Y,None
서울특별시 서초구,서초동,1459,5,롯데캐슬 프레지던트 22층,6690,37.4995,127.0263,Ntopia,2023,100M,11,O,X,X,X,N,None
서울특별시 서초구,신원동,335,7,서초파크자이 5층,6765,37.4683,127.0489,Ntopia,2021,1G,8,O,X,O,O,N,None
서울특별시 서초구,서초동,1366,5,신원센트럴 19층,6690,37.4965,127.0251,Ntopia,2024,500M,15,X,X,X,O,N,None
서울특별시 서초구,서초동,1317,1,염곡파인힐 456동 2977호,6690,37.4996,127.0234,Ntopia,2024,1G,13,O,O,O,X,N,None
서울특별시 서초구,방배동,877,2,내곡그린 869동 1353호,6692,37.4814,126.9998,Ntopia,2019,1G,10,X,O,O,O,Y,None
서울특별시 서초구,방배동,802-9-4,4,내곡그린 278동 2325호,6692,37.4805,126.9921,Ntopia,2020,500M,2,X,X,O,O,N,None
서울특별시 서초구,우면동,795,3,반포리체 10층,6762,37.4671,127.024,Ntopia,2024,1G,15,X,O,O,O,N,None
서울특별시 서초구,서초동,1378,4,염곡파인힐 21층,6690,37.4936,127.0221,FTTH,2020,1G,15,X,O,O,X,Y,None
서울특별시 서초구,서초동,1474-30,7,서초그랑자이 19층,6690,37.4965,127.0242,Ntopia,2021,1G,3,X,X,O,O,N,None
서울특별시 서초구,방배동,1000,2,신원센트럴 6층,6692,37.4835,126.9941,Ntopia,2024,100M,10,X,O,O,X,N,None
서울특별시 서초구,서초동,1437,4,서초힐스 13층,6690,37.4978,127.0215,Ntopia,2019,1G,10,O,O,O,X,Y,None
서울특별시 서초구,서초동,1455-6,5,서초힐스 873동 2668호,6690,37.4969,127.0282,Ntopia,2020,1G,3,O,O,O,O,N,None
서울특별시 서초구,방배동,927,4,잠원파크빌 608동 2165호,6692,37.4814,126.9918,Ntopia,2015,100M,4,O,O,O,X,N,None
서울특별시 서초구,서초동,1486-15,2,서초파크자이 813동 663호,6690,37.4968,127.0215,FTTH,2021,1G,2,X,O,O,O,N,None
서울특별시 서초구,서초동,1326,6,롯데캐슬 프레지던트 788동 745호,6690,37.4975,127.0245,FTTH,2018,100M,7,O,O,O,O,N,None
서울특별시 서초구,서초동,1336,4,반포리체 893동 1267호,6690,37.4916,127.0271,FTTH,2017,1G,14,X,X,O,O,N,None
서울특별시 서초구,서초동,1451-26,5,서초프라임 550동 1717호,6690,37.4939,127.0208,Ntopia,2015,100M,7,X,X,X,O,N,None
서울특별시 서초구,서초동,1311,10,양재파크뷰 222동 1609호,6690,37.4982,127.0253,FTTH,2015,500M,8,O,O,O,O,N,None
